address,opepen_count,checks_original_80_count,checks_original_40_count,checks_original_20_count,checks_original_10_count,checks_original_5_count,checks_original_4_count,checks_original_1_count,opepens
0xd52fba65a52214a65c78dc7f95c9fee1f13a5955,94,1,0,8,1,0,1,4,"562, 686, 1036, 1187, 1193, 1320, 1425, 1443, 1464, 1599, 1698, 1854, 1966, 2121, 2232, 2364, 2548, 2617, 2698, 2725, 2884, 3104, 3237, 3628, 3720, 4139, 4219, 4223, 4371, 4528, 4624, 4758, 4811, 4865, 4988, 5216, 5262, 5295, 5306, 5504, 5593, 5626, 5703, 5749, 5988, 6441, 6559, 7121, 7372, 7700, 8344, 8658, 8930, 9025, 9205, 9228, 9295, 9767, 9900, 9948, 9953, 10014, 10034, 10161, 10485, 10559, 10740, 10809, 10819, 11071, 11149, 11979, 11994, 12216, 12318, 12319, 12343, 12531, 12607, 12787, 13339, 13694, 13757, 13790, 13904, 14377, 14817, 15044, 15809, 15820, 15865, 15959, 15995, 16000"
0x376f96833b85f5a212adddbce0d172340621d1c5,92,22,1,0,0,1,0,0,"1086, 1692, 1753, 2117, 2156, 2165, 2303, 2349, 2675, 3078, 3197, 3674, 3752, 3880, 3881, 3909, 3970, 3971, 4105, 4462, 4480, 4495, 4696, 4881, 5339, 5349, 5579, 5654, 5659, 5801, 5954, 6254, 6387, 6438, 6554, 6935, 7087, 7089, 7144, 7171, 7240, 7256, 7320, 7435, 7799, 7822, 7851, 8333, 8574, 8595, 8797, 8922, 9009, 9050, 9444, 9566, 9569, 9591, 9716, 9882, 10007, 10299, 10449, 10780, 11015, 11283, 11454, 11518, 11528, 11610, 12514, 12775, 12884, 12925, 13274, 13385, 14003, 14018, 14175, 14425, 14611, 14619, 14768, 14866, 15110, 15124, 15393, 15526, 15529, 15557, 15845, 15903"
0xcb43078c32423f5348cab5885911c3b5fae217f9,90,12,0,1,1,1,0,0,"70, 72, 90, 99, 1011, 1146, 1453, 2276, 2320, 2380, 2415, 2417, 2604, 2700, 2776, 3093, 3101, 3348, 3481, 3530, 3632, 3700, 3806, 3858, 4250, 5118, 5186, 5283, 5610, 5653, 5826, 6003, 6065, 6078, 6263, 6435, 6448, 6463, 6925, 7672, 7804, 8115, 8132, 8264, 8598, 8755, 9321, 9409, 9451, 9472, 9680, 9736, 9922, 9968, 10579, 10633, 10877, 11186, 11219, 11325, 11553, 11569, 11840, 12299, 12392, 12428, 12444, 12616, 12647, 12710, 12796, 12814, 12819, 12951, 13640, 13663, 13803, 13844, 13863, 14309, 14434, 14547, 14683, 14718, 14959, 15368, 15564, 15706, 15874, 15969"
0x938e2063f460c53df49367db028a69ac6e4aaea3,89,0,0,0,1,0,0,0,"1061, 1733, 1784, 1945, 2133, 2198, 2558, 2611, 2688, 2762, 3323, 3401, 3406, 3529, 3648, 3810, 3822, 3829, 3872, 3896, 4037, 4108, 4512, 5202, 5501, 5723, 5725, 5740, 5964, 5997, 6013, 6522, 6571, 6624, 6741, 6814, 7328, 7407, 7491, 7912, 8142, 8162, 8239, 8449, 8469, 8669, 8878, 9020, 9083, 9291, 9574, 9745, 9773, 9939, 10089, 10434, 10456, 10620, 10791, 10886, 10957, 10987, 11003, 11064, 11164, 11978, 12065, 12368, 12393, 12422, 12459, 12538, 12560, 12729, 13354, 13455, 13478, 13672, 13724, 13826, 14008, 14115, 14305, 14358, 14724, 15159, 15469, 15679, 15770"
0x9023ffb860d864d641ec17b240237681a54700af,71,31,1,1,1,1,0,0,"1349, 1526, 1899, 1924, 2116, 2147, 2301, 2338, 2398, 2521, 2557, 3017, 3201, 3596, 4069, 4242, 4405, 4738, 4928, 5052, 5191, 5360, 5503, 5622, 5680, 5784, 5878, 5952, 6264, 6440, 6777, 7344, 7460, 7669, 7689, 7699, 7796, 8033, 8227, 8994, 9043, 9081, 9720, 9965, 9982, 10650, 11033, 11823, 12153, 12256, 12268, 12625, 12984, 12986, 13174, 13301, 13549, 13574, 13913, 14252, 14469, 14605, 14679, 14708, 14843, 14994, 15462, 15640, 15778, 15878, 15958"
0x4b6760682191de7e476b801b7ab42d8e8a5b041a,70,0,0,0,0,0,0,0,"1039, 1068, 1124, 1975, 1996, 2168, 2597, 2667, 3410, 3541, 3902, 3950, 4741, 5117, 5424, 6032, 6033, 6073, 6215, 6415, 6628, 6765, 7206, 7569, 7582, 7703, 7809, 8270, 8517, 8945, 9140, 9416, 10045, 10148, 10201, 10240, 10259, 10491, 10602, 10832, 11004, 11289, 11615, 11700, 11795, 11814, 12026, 12136, 12149, 12306, 12307, 12312, 12417, 12582, 12699, 12977, 13060, 13140, 13346, 13364, 13368, 13836, 13959, 14044, 14404, 14538, 15109, 15321, 15477, 15827"
0xdfc11349cb2b6368854318b808b47c87f32c7efb,70,0,0,0,0,0,0,0,"621, 895, 958, 1578, 2064, 2189, 2247, 2447, 2621, 2638, 2851, 3224, 3525, 3667, 4200, 4381, 4447, 4707, 4751, 4879, 5079, 5274, 5542, 5692, 5733, 6144, 6551, 7088, 7097, 7212, 7508, 8081, 8223, 8580, 8761, 8799, 9344, 9603, 9817, 10098, 10265, 10402, 10529, 10665, 10942, 11002, 11508, 11570, 11681, 11813, 11828, 11908, 11915, 11992, 11995, 12141, 12241, 12275, 12898, 12901, 12924, 13390, 13526, 13763, 14737, 15237, 15546, 15764, 15811, 15979"
0x76bbcf76ed520f8ea8f5eb6d904e00fd9aa29694,64,0,0,0,0,0,0,0,"1030, 1035, 1412, 1728, 1961, 3102, 3347, 3458, 4544, 4646, 5160, 6169, 6760, 6761, 8290, 8313, 8342, 8527, 9329, 9458, 9676, 9806, 10075, 10222, 10292, 10296, 10407, 10427, 10439, 10814, 11066, 11296, 11520, 11682, 12051, 12106, 12311, 12856, 12894, 12973, 12991, 13027, 13028, 13116, 13151, 13167, 13343, 13502, 13601, 13679, 13726, 13977, 14465, 14475, 14482, 14697, 14763, 14860, 15001, 15081, 15183, 15415, 15427, 15797"
0x2a632f56f9bdf7b66be80768e89631f3febeed24,60,3,0,1,1,1,0,0,"1449, 2214, 2555, 2571, 3951, 3981, 4466, 4667, 4802, 4836, 5039, 5736, 5794, 6720, 7261, 7377, 7421, 7911, 8020, 8261, 8461, 8734, 8863, 9135, 9692, 10029, 10154, 10480, 10526, 10685, 10722, 10744, 10878, 10898, 11044, 11069, 11099, 11115, 11839, 11843, 12486, 12793, 12803, 12904, 12909, 13331, 13451, 13703, 13706, 13850, 14068, 14951, 14999, 15143, 15194, 15327, 15331, 15414, 15504, 15729"
0xc8c1180bcf6ad041244963bed23ce25dfc6adbf0,59,9,0,0,0,0,0,0,"295, 544, 609, 961, 1200, 2207, 2226, 2445, 2494, 2546, 3747, 4173, 4482, 4483, 4497, 5264, 5270, 5385, 5498, 5554, 6234, 6240, 6425, 6433, 6514, 6567, 6623, 6681, 7288, 7385, 7626, 7628, 8002, 8157, 8986, 9461, 9500, 10243, 10910, 11006, 11056, 11273, 11693, 11901, 12328, 12590, 12684, 12873, 13074, 13810, 14521, 14931, 14940, 15093, 15207, 15337, 15338, 15339, 15663"
0xa3bb58e039b528a6e75c245ad31944c1fa788c93,58,14,0,0,0,0,0,0,"831, 842, 1044, 1048, 1238, 1387, 1388, 1638, 1657, 1746, 2018, 2072, 2215, 2427, 2490, 2588, 2917, 3236, 3245, 3304, 3318, 3397, 3456, 3601, 3794, 3845, 3959, 4015, 4107, 4340, 4504, 4506, 4608, 4875, 5018, 5820, 5901, 6363, 6377, 6400, 6538, 6593, 6970, 7120, 7273, 7352, 7397, 7566, 7874, 8376, 8443, 8812, 9056, 9101, 9266, 9338, 9709, 9876"
